code,1998/12/31,1999/12/31,2000/12/31,2001/12/31,2002/12/31,2003/12/31,2004/12/31,2005/12/31,2006/12/31,2007/12/31,2008/12/31,2009/12/31,2010/12/31,2011/12/31,2012/12/31,2013/12/31,2014/12/31,2015/12/31,2016/12/31,2017/12/31,2018/12/31,ipo
300432.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,170,244,243,,2015
300433.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,231,244,243,,2015
300434.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,127,239,243,,2015
300435.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,245,244,243,,2015
300436.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,207,234,243,,2015
300437.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,161,215,243,,2015
300438.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,245,241,243,,2015
300439.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,245,244,243,,2015
300440.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,245,113,243,,2015
300441.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,141,244,168,,2015
300442.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,245,244,243,,2015
300443.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,240,244,243,,2015
300444.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,245,208,172,,2015
300445.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,245,244,243,,2015
300446.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,245,244,243,,2015
300447.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,169,231,243,,2015
300448.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,242,241,243,,2015
300449.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,209,206,233,,2015
300450.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,123,217,243,,2015
300451.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,178,241,243,,2015
300452.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,245,244,243,,2015
300453.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,245,234,243,,2015
300454.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,,2018
300455.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,245,211,144,,2015
300456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,239,243,,2015
300457.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,209,238,238,,2015
300458.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,235,244,243,,2015
300459.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,185,170,243,,2015
300460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,245,234,243,,2015
300461.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,132,147,243,,2015
300462.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,132,87,238,,2015
300463.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,245,243,243,,2015
300464.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,199,205,146,,2015
300465.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,175,218,243,,2015
300466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,116,114,243,,2015
300467.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,245,128,243,,2015
300468.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,213,243,243,,2015
300469.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,245,150,234,,2015
300470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,245,244,243,,2015
300471.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,245,244,233,,2015
300472.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,123,172,243,,2015
300473.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,201,221,243,,2015
300474.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,237,243,,2016
300475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,245,235,243,,2015
300476.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,245,239,243,,2015
300477.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,174,228,228,,2015
300478.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,245,149,243,,2015
300479.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,231,165,243,,2015
300480.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,185,237,243,,2015
300481.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,240,244,237,,2015
300482.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,245,240,238,,2015
300483.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,245,185,233,,2015
300484.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,244,243,,2016
300485.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,245,244,243,,2015
300486.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,245,114,238,,2015
300487.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,245,244,234,,2015
300488.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,105,244,243,,2015
300489.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,245,244,243,,2015
300490.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,131,233,,2015
300491.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,244,154,,2015
300492.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,245,100,208,,2015
300493.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,240,244,239,,2015
300494.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,245,244,243,,2015
300495.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,187,244,232,,2015
300496.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,186,241,243,,2015
300497.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,245,244,243,,2015
300498.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,234,244,243,,2015
300499.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,244,243,,2016
300500.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,180,242,,2016
300501.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,244,243,,2016
300502.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,244,243,,2016
300503.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,242,243,,2016
300504.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,,2018
300505.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,239,243,,2016
300506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,244,240,,2016
300507.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,244,243,,2016
300508.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,244,243,,2016
300509.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,240,243,,2016
300510.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,149,126,,2016
300511.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,244,243,,2016
300512.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,244,243,,2016
300513.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,195,243,,2016
300514.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,243,,2017
300515.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,244,243,,2016
300516.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,244,243,,2016
300517.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,244,243,,2016
300518.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,120,243,,2016
300519.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,244,238,,2016
300520.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,244,232,,2016
300521.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,244,243,,2016
300522.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,244,238,,2016
300523.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,193,212,,2016
300525.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,244,233,,2016
300526.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,150,243,,2016
300527.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,244,241,,2016
300528.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,244,243,,2016
300529.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,244,243,,2016
300530.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,244,243,,2016
300531.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,244,239,,2016
300532.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,244,243,,2016
300533.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,244,243,,2016
300534.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,244,243,,2016
300535.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,186,243,,2016
300536.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,244,243,,2016
300537.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,224,243,,2016
300538.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,244,243,,2016
300539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,244,243,,2016
300540.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,244,238,,2016
300541.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,244,243,,2016
300542.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,244,243,,2016
300543.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,172,233,,2016
300545.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,244,243,,2016
300546.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,244,243,,2016
300547.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,244,243,,2016
300548.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,244,243,,2016
300549.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,244,243,,2016
300550.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,244,243,,2016
300551.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,244,243,,2016
300552.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,244,243,,2016
300553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,244,243,,2016
300554.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,243,,2017
300555.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,244,243,,2016
300556.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,244,243,,2016
300557.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,244,243,,2016
300558.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,244,243,,2016
300559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,244,243,,2016
300560.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,244,243,,2016
300561.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,244,201,,2016
300562.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,244,240,,2016
300563.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,244,243,,2016
300565.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,244,243,,2016
300566.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,244,233,,2016
300567.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,244,243,,2016
300568.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,244,243,,2016
300569.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,244,243,,2016
300570.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,244,243,,2016
300571.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,244,243,,2016
300572.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,244,243,,2016
300573.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,244,243,,2016
300575.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,244,243,,2016
300576.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,244,243,,2016
300577.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,244,243,,2016
300578.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,169,,2017
300579.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,244,243,,2016
300580.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,206,,2017
300581.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,244,243,,2016
300582.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202,243,,2016
300583.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,243,,2017
300584.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,243,,2017
300585.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,238,243,,2016
300586.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,151,,2017
300587.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,243,,2017
300588.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,243,,2017
300589.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,243,,2017
300590.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,243,,2017
300591.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,243,,2017
300592.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,243,,2017
300593.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,202,,2017
300594.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
300595.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,243,,2017
300596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,243,,2017
300597.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,243,,2017
300598.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,238,,2017
300599.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,243,,2017
300600.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,243,,2017
300601.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,243,,2017
300602.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,243,,2017
300603.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,161,,2017
300604.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,243,,2017
300605.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,243,,2017
300606.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,243,,2017
300607.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,234,,2017
300608.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,243,,2017
300609.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,243,,2017
300610.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,243,,2017
300611.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,243,,2017
300612.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,243,,2017
300613.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,243,,2017
300615.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,243,,2017
300616.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,243,,2017
300617.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,243,,2017
300618.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,243,,2017
300619.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,243,,2017
300620.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,243,,2017
300621.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,243,,2017
300622.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,243,,2017
300623.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,243,,2017
300624.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,,2018
300625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,243,,2017
300626.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,243,,2017
300627.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,243,,2017
300628.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,243,,2017
300629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,231,,2017
300630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,243,,2017
300631.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,243,,2017
300632.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,243,,2017
300633.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,243,,2017
300634.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,,2018
300635.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,243,,2017
300636.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,243,,2017
300637.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,243,,2017
300638.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,243,,2017
300639.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,243,,2017
300640.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,224,,2017
300641.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,243,,2017
300642.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,243,,2017
300643.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,243,,2017
300644.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,,2018
300645.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,243,,2017
300647.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,201,,2017
300648.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,243,,2017
300649.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,243,,2017
300650.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,243,,2017
300651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,243,,2017
300652.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,243,,2017
300653.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,243,,2017
300654.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,243,,2017
300655.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,243,,2017
300656.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,178,,2017
300657.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,243,,2017
300658.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,243,,2017
300659.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,169,,2017
300660.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,243,,2017
300661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,243,,2017
300662.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,195,,2017
300663.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,243,,2017
300664.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,,2018
300665.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,243,,2017
300666.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,243,,2017
300667.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,238,,2017
300668.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,243,,2017
300669.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,243,,2017
300670.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,159,,2017
300671.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,243,,2017
300672.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,233,,2017
300673.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,243,,2017
300674.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,2018
300675.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,243,,2017
300676.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,243,,2017
300677.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,243,,2017
300678.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,243,,2017
300679.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,243,,2017
300680.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,200,,2017
300681.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,243,,2017
300682.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,193,,2017
300683.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,185,,2017
300684.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,243,,2017
300685.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,243,,2017
300686.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,243,,2017
300687.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,243,,2017
300688.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,238,,2017
300689.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,243,,2017
300690.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,243,,2017
300691.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,243,,2017
300692.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,243,,2017
300693.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,243,,2017
300694.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,2018
300695.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,243,,2017
300696.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,243,,2017
300697.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,243,,2017
300698.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,243,,2017
300699.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,243,,2017
300700.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,243,,2017
300701.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,243,,2017
300702.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,243,,2017
300703.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,243,,2017
300705.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,243,,2017
300706.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,243,,2017
300707.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,243,,2017
300708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,243,,2017
300709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,243,,2017
